================ Training Loss (Sun Apr 14 06:48:03 2024) ================
(epoch: 1, iters: 100, time: 0.065, data: 0.065) D_A: 0.235 G_A: 0.328 cycle_A: 0.860 idt_A: 0.132 D_B: 0.254 G_B: 0.801 cycle_B: 0.357 idt_B: 0.280 
(epoch: 1, iters: 200, time: 0.064, data: 0.001) D_A: 0.328 G_A: 0.195 cycle_A: 1.368 idt_A: 0.173 D_B: 0.340 G_B: 0.350 cycle_B: 0.525 idt_B: 1.015 
(epoch: 1, iters: 300, time: 0.060, data: 0.001) D_A: 0.209 G_A: 0.563 cycle_A: 1.004 idt_A: 0.282 D_B: 0.260 G_B: 0.741 cycle_B: 0.918 idt_B: 0.317 
(epoch: 1, iters: 400, time: 0.160, data: 0.001) D_A: 0.220 G_A: 0.218 cycle_A: 0.676 idt_A: 0.209 D_B: 0.204 G_B: 0.559 cycle_B: 0.436 idt_B: 0.412 
(epoch: 1, iters: 500, time: 0.062, data: 0.001) D_A: 0.189 G_A: 0.551 cycle_A: 0.541 idt_A: 0.250 D_B: 0.188 G_B: 0.332 cycle_B: 0.467 idt_B: 0.303 
(epoch: 1, iters: 600, time: 0.062, data: 0.001) D_A: 0.079 G_A: 0.503 cycle_A: 0.788 idt_A: 0.218 D_B: 0.244 G_B: 0.475 cycle_B: 0.632 idt_B: 0.226 
(epoch: 1, iters: 700, time: 0.064, data: 0.001) D_A: 0.608 G_A: 1.212 cycle_A: 1.144 idt_A: 0.167 D_B: 0.088 G_B: 0.693 cycle_B: 0.373 idt_B: 0.235 
(epoch: 1, iters: 800, time: 0.065, data: 0.001) D_A: 0.244 G_A: 0.270 cycle_A: 0.603 idt_A: 0.174 D_B: 0.357 G_B: 1.006 cycle_B: 0.356 idt_B: 0.385 
(epoch: 1, iters: 900, time: 0.064, data: 0.001) D_A: 0.206 G_A: 0.456 cycle_A: 0.693 idt_A: 0.154 D_B: 0.097 G_B: 0.750 cycle_B: 0.344 idt_B: 0.224 
(epoch: 1, iters: 1000, time: 0.064, data: 0.001) D_A: 0.170 G_A: 0.296 cycle_A: 0.594 idt_A: 0.143 D_B: 0.190 G_B: 0.205 cycle_B: 0.383 idt_B: 0.208 
(epoch: 2, iters: 76, time: 0.064, data: 0.001) D_A: 0.235 G_A: 0.590 cycle_A: 0.535 idt_A: 0.366 D_B: 0.149 G_B: 0.693 cycle_B: 1.167 idt_B: 0.209 
(epoch: 2, iters: 176, time: 0.167, data: 0.001) D_A: 0.297 G_A: 0.120 cycle_A: 0.466 idt_A: 0.215 D_B: 0.278 G_B: 0.447 cycle_B: 0.387 idt_B: 0.178 
(epoch: 2, iters: 276, time: 0.064, data: 0.001) D_A: 0.135 G_A: 0.455 cycle_A: 0.545 idt_A: 0.125 D_B: 0.213 G_B: 0.197 cycle_B: 0.347 idt_B: 0.172 
(epoch: 2, iters: 376, time: 0.063, data: 0.001) D_A: 0.150 G_A: 0.913 cycle_A: 0.526 idt_A: 0.095 D_B: 0.270 G_B: 0.220 cycle_B: 0.294 idt_B: 0.177 
(epoch: 2, iters: 476, time: 0.063, data: 0.002) D_A: 0.175 G_A: 0.475 cycle_A: 0.686 idt_A: 0.406 D_B: 0.259 G_B: 0.304 cycle_B: 0.634 idt_B: 0.222 
(epoch: 2, iters: 576, time: 0.061, data: 0.002) D_A: 0.263 G_A: 0.694 cycle_A: 1.561 idt_A: 0.156 D_B: 0.105 G_B: 0.558 cycle_B: 0.445 idt_B: 0.297 
(epoch: 2, iters: 676, time: 0.059, data: 0.001) D_A: 0.330 G_A: 0.874 cycle_A: 0.674 idt_A: 0.165 D_B: 0.073 G_B: 0.613 cycle_B: 0.366 idt_B: 0.213 
(epoch: 2, iters: 776, time: 0.061, data: 0.001) D_A: 0.165 G_A: 0.257 cycle_A: 0.513 idt_A: 0.133 D_B: 0.118 G_B: 0.399 cycle_B: 0.416 idt_B: 0.211 
(epoch: 2, iters: 876, time: 0.063, data: 0.001) D_A: 0.395 G_A: 0.878 cycle_A: 0.409 idt_A: 0.153 D_B: 0.294 G_B: 0.604 cycle_B: 0.296 idt_B: 0.175 
(epoch: 2, iters: 976, time: 0.134, data: 0.001) D_A: 0.158 G_A: 1.121 cycle_A: 0.718 idt_A: 0.244 D_B: 0.050 G_B: 0.823 cycle_B: 0.724 idt_B: 0.175 
(epoch: 3, iters: 52, time: 0.063, data: 0.001) D_A: 0.209 G_A: 0.806 cycle_A: 0.405 idt_A: 0.127 D_B: 0.058 G_B: 0.364 cycle_B: 0.293 idt_B: 0.151 
(epoch: 3, iters: 152, time: 0.063, data: 0.001) D_A: 0.091 G_A: 0.118 cycle_A: 0.611 idt_A: 0.099 D_B: 0.119 G_B: 0.784 cycle_B: 0.322 idt_B: 0.242 
(epoch: 3, iters: 252, time: 0.061, data: 0.001) D_A: 0.053 G_A: 0.905 cycle_A: 0.465 idt_A: 0.102 D_B: 0.121 G_B: 0.710 cycle_B: 0.252 idt_B: 0.266 
(epoch: 3, iters: 352, time: 0.152, data: 0.001) D_A: 0.029 G_A: 0.725 cycle_A: 0.361 idt_A: 0.081 D_B: 0.276 G_B: 0.599 cycle_B: 0.211 idt_B: 0.222 
(epoch: 3, iters: 452, time: 0.061, data: 0.001) D_A: 0.120 G_A: 0.700 cycle_A: 0.648 idt_A: 0.158 D_B: 0.055 G_B: 0.702 cycle_B: 0.347 idt_B: 0.239 
(epoch: 3, iters: 552, time: 0.063, data: 0.001) D_A: 0.183 G_A: 0.348 cycle_A: 0.446 idt_A: 0.096 D_B: 0.045 G_B: 0.651 cycle_B: 0.302 idt_B: 0.156 
(epoch: 3, iters: 652, time: 0.064, data: 0.001) D_A: 0.143 G_A: 0.549 cycle_A: 0.469 idt_A: 0.120 D_B: 0.068 G_B: 0.650 cycle_B: 0.382 idt_B: 0.188 
(epoch: 3, iters: 752, time: 0.063, data: 0.001) D_A: 0.136 G_A: 0.516 cycle_A: 0.464 idt_A: 0.109 D_B: 0.207 G_B: 0.672 cycle_B: 0.478 idt_B: 0.175 
(epoch: 3, iters: 852, time: 0.064, data: 0.001) D_A: 0.116 G_A: 0.492 cycle_A: 0.404 idt_A: 0.109 D_B: 0.178 G_B: 0.407 cycle_B: 0.263 idt_B: 0.175 
(epoch: 3, iters: 952, time: 0.068, data: 0.001) D_A: 0.257 G_A: 0.694 cycle_A: 0.572 idt_A: 0.134 D_B: 0.104 G_B: 0.419 cycle_B: 0.344 idt_B: 0.236 
